Description,Scenario,AgentType,Difficulty,TimeToComplete,Strategy,Challenging?,General Comments,Age,Gender,Occupation,ComputerUsage,DominantHand,EnglishAsFirst,ExpWithRobots,ExpWithRCCars,ExpWithFPS,ExpWithRTS,ExpWithRobotComments,InternalUserID
"Pick up the blue block on your left that's in the middle of an orange, yellow and two blue blocks.",Configuration_2_v1.png,human,1,0:01:00.896649,"Ideally, I could locate a block in a clear, unambiguous way in relation to the other person, e.g. 'the closest [whatever] block to you.' Failing that, I tried to locate the block in relation to other blocks, in such a way that the position was unique, or at least the most probable of several similar possibilities.","This actually reminded me of a similar block orienting task I did some time ago for Percy Liang at Stanford! (That is, he's at Stanford, not me. I'm just here doing the HITs.) So I didn't find it too challenging based on that prior experience. But when I had to indicate a block of a certain color when there were numerous such blocks next to each other on the table--that was somewhat tricky. I'd be interested to see whether the instructions would be used to correctly identify the indicated block.","With the possible exception of the Australian universities, who are operating on a different pay structure, CMU has the best academic HITs on AMT. Thanks for another one.",35,male,Software quality assurance,>20,Right,1,1,2,5,5,"While I've seen them often enough on television, I don't believe I've ever seen one in person.",1
"Pick up the green block that's right next to an orange block, but not right next to a blue block.",Configuration_6_v2.png,human,2,0:00:38.753812,"Ideally, I could locate a block in a clear, unambiguous way in relation to the other person, e.g. 'the closest [whatever] block to you.' Failing that, I tried to locate the block in relation to other blocks, in such a way that the position was unique, or at least the most probable of several similar possibilities.","This actually reminded me of a similar block orienting task I did some time ago for Percy Liang at Stanford! (That is, he's at Stanford, not me. I'm just here doing the HITs.) So I didn't find it too challenging based on that prior experience. But when I had to indicate a block of a certain color when there were numerous such blocks next to each other on the table--that was somewhat tricky. I'd be interested to see whether the instructions would be used to correctly identify the indicated block.","With the possible exception of the Australian universities, who are operating on a different pay structure, CMU has the best academic HITs on AMT. Thanks for another one.",35,male,Software quality assurance,>20,Right,1,1,2,5,5,"While I've seen them often enough on television, I don't believe I've ever seen one in person.",1
Pick up the blue block that's next to a green block.,Configuration_7_v1.png,human,4,0:00:12.402190,"Ideally, I could locate a block in a clear, unambiguous way in relation to the other person, e.g. 'the closest [whatever] block to you.' Failing that, I tried to locate the block in relation to other blocks, in such a way that the position was unique, or at least the most probable of several similar possibilities.","This actually reminded me of a similar block orienting task I did some time ago for Percy Liang at Stanford! (That is, he's at Stanford, not me. I'm just here doing the HITs.) So I didn't find it too challenging based on that prior experience. But when I had to indicate a block of a certain color when there were numerous such blocks next to each other on the table--that was somewhat tricky. I'd be interested to see whether the instructions would be used to correctly identify the indicated block.","With the possible exception of the Australian universities, who are operating on a different pay structure, CMU has the best academic HITs on AMT. Thanks for another one.",35,male,Software quality assurance,>20,Right,1,1,2,5,5,"While I've seen them often enough on television, I don't believe I've ever seen one in person.",1
Pick up the orange block closest to you on your right hand side.,Configuration_10_v2.png,human,4,0:00:31.831479,"Ideally, I could locate a block in a clear, unambiguous way in relation to the other person, e.g. 'the closest [whatever] block to you.' Failing that, I tried to locate the block in relation to other blocks, in such a way that the position was unique, or at least the most probable of several similar possibilities.","This actually reminded me of a similar block orienting task I did some time ago for Percy Liang at Stanford! (That is, he's at Stanford, not me. I'm just here doing the HITs.) So I didn't find it too challenging based on that prior experience. But when I had to indicate a block of a certain color when there were numerous such blocks next to each other on the table--that was somewhat tricky. I'd be interested to see whether the instructions would be used to correctly identify the indicated block.","With the possible exception of the Australian universities, who are operating on a different pay structure, CMU has the best academic HITs on AMT. Thanks for another one.",35,male,Software quality assurance,>20,Right,1,1,2,5,5,"While I've seen them often enough on television, I don't believe I've ever seen one in person.",1
Pick up the blue block that's second furthest away from you.,Configuration_12_v1.png,human,3,0:00:27.561602,"Ideally, I could locate a block in a clear, unambiguous way in relation to the other person, e.g. 'the closest [whatever] block to you.' Failing that, I tried to locate the block in relation to other blocks, in such a way that the position was unique, or at least the most probable of several similar possibilities.","This actually reminded me of a similar block orienting task I did some time ago for Percy Liang at Stanford! (That is, he's at Stanford, not me. I'm just here doing the HITs.) So I didn't find it too challenging based on that prior experience. But when I had to indicate a block of a certain color when there were numerous such blocks next to each other on the table--that was somewhat tricky. I'd be interested to see whether the instructions would be used to correctly identify the indicated block.","With the possible exception of the Australian universities, who are operating on a different pay structure, CMU has the best academic HITs on AMT. Thanks for another one.",35,male,Software quality assurance,>20,Right,1,1,2,5,5,"While I've seen them often enough on television, I don't believe I've ever seen one in person.",1
Pick up the yellow block on your right hand side that's next to another yellow block that's touching an orange block.,Configuration_4_v2.png,human,1,0:00:56.415045,"Ideally, I could locate a block in a clear, unambiguous way in relation to the other person, e.g. 'the closest [whatever] block to you.' Failing that, I tried to locate the block in relation to other blocks, in such a way that the position was unique, or at least the most probable of several similar possibilities.","This actually reminded me of a similar block orienting task I did some time ago for Percy Liang at Stanford! (That is, he's at Stanford, not me. I'm just here doing the HITs.) So I didn't find it too challenging based on that prior experience. But when I had to indicate a block of a certain color when there were numerous such blocks next to each other on the table--that was somewhat tricky. I'd be interested to see whether the instructions would be used to correctly identify the indicated block.","With the possible exception of the Australian universities, who are operating on a different pay structure, CMU has the best academic HITs on AMT. Thanks for another one.",35,male,Software quality assurance,>20,Right,1,1,2,5,5,"While I've seen them often enough on television, I don't believe I've ever seen one in person.",1
Pick up the yellow block that's in the middle of three green and one blue block.,Configuration_11_v1.png,human,3,0:00:36.419797,"Ideally, I could locate a block in a clear, unambiguous way in relation to the other person, e.g. 'the closest [whatever] block to you.' Failing that, I tried to locate the block in relation to other blocks, in such a way that the position was unique, or at least the most probable of several similar possibilities.","This actually reminded me of a similar block orienting task I did some time ago for Percy Liang at Stanford! (That is, he's at Stanford, not me. I'm just here doing the HITs.) So I didn't find it too challenging based on that prior experience. But when I had to indicate a block of a certain color when there were numerous such blocks next to each other on the table--that was somewhat tricky. I'd be interested to see whether the instructions would be used to correctly identify the indicated block.","With the possible exception of the Australian universities, who are operating on a different pay structure, CMU has the best academic HITs on AMT. Thanks for another one.",35,male,Software quality assurance,>20,Right,1,1,2,5,5,"While I've seen them often enough on television, I don't believe I've ever seen one in person.",1
Pick up the green block that's touching the yellow block furthest away from you.,Configuration_8_v2.png,human,3,0:00:49.636205,"Ideally, I could locate a block in a clear, unambiguous way in relation to the other person, e.g. 'the closest [whatever] block to you.' Failing that, I tried to locate the block in relation to other blocks, in such a way that the position was unique, or at least the most probable of several similar possibilities.","This actually reminded me of a similar block orienting task I did some time ago for Percy Liang at Stanford! (That is, he's at Stanford, not me. I'm just here doing the HITs.) So I didn't find it too challenging based on that prior experience. But when I had to indicate a block of a certain color when there were numerous such blocks next to each other on the table--that was somewhat tricky. I'd be interested to see whether the instructions would be used to correctly identify the indicated block.","With the possible exception of the Australian universities, who are operating on a different pay structure, CMU has the best academic HITs on AMT. Thanks for another one.",35,male,Software quality assurance,>20,Right,1,1,2,5,5,"While I've seen them often enough on television, I don't believe I've ever seen one in person.",1
Pick up the orange block on the left that's touching the yellow block furthest away from you.,Configuration_5_v1.png,human,2,0:00:50.612203,"Ideally, I could locate a block in a clear, unambiguous way in relation to the other person, e.g. 'the closest [whatever] block to you.' Failing that, I tried to locate the block in relation to other blocks, in such a way that the position was unique, or at least the most probable of several similar possibilities.","This actually reminded me of a similar block orienting task I did some time ago for Percy Liang at Stanford! (That is, he's at Stanford, not me. I'm just here doing the HITs.) So I didn't find it too challenging based on that prior experience. But when I had to indicate a block of a certain color when there were numerous such blocks next to each other on the table--that was somewhat tricky. I'd be interested to see whether the instructions would be used to correctly identify the indicated block.","With the possible exception of the Australian universities, who are operating on a different pay structure, CMU has the best academic HITs on AMT. Thanks for another one.",35,male,Software quality assurance,>20,Right,1,1,2,5,5,"While I've seen them often enough on television, I don't believe I've ever seen one in person.",1
Pick up the closer yellow block that's touching a green block.,Configuration_13_v2.png,human,3,0:00:20.878708,"Ideally, I could locate a block in a clear, unambiguous way in relation to the other person, e.g. 'the closest [whatever] block to you.' Failing that, I tried to locate the block in relation to other blocks, in such a way that the position was unique, or at least the most probable of several similar possibilities.","This actually reminded me of a similar block orienting task I did some time ago for Percy Liang at Stanford! (That is, he's at Stanford, not me. I'm just here doing the HITs.) So I didn't find it too challenging based on that prior experience. But when I had to indicate a block of a certain color when there were numerous such blocks next to each other on the table--that was somewhat tricky. I'd be interested to see whether the instructions would be used to correctly identify the indicated block.","With the possible exception of the Australian universities, who are operating on a different pay structure, CMU has the best academic HITs on AMT. Thanks for another one.",35,male,Software quality assurance,>20,Right,1,1,2,5,5,"While I've seen them often enough on television, I don't believe I've ever seen one in person.",1
Pick up the closest green block.,Configuration_3_v1.png,human,5,0:00:12.342216,"Ideally, I could locate a block in a clear, unambiguous way in relation to the other person, e.g. 'the closest [whatever] block to you.' Failing that, I tried to locate the block in relation to other blocks, in such a way that the position was unique, or at least the most probable of several similar possibilities.","This actually reminded me of a similar block orienting task I did some time ago for Percy Liang at Stanford! (That is, he's at Stanford, not me. I'm just here doing the HITs.) So I didn't find it too challenging based on that prior experience. But when I had to indicate a block of a certain color when there were numerous such blocks next to each other on the table--that was somewhat tricky. I'd be interested to see whether the instructions would be used to correctly identify the indicated block.","With the possible exception of the Australian universities, who are operating on a different pay structure, CMU has the best academic HITs on AMT. Thanks for another one.",35,male,Software quality assurance,>20,Right,1,1,2,5,5,"While I've seen them often enough on television, I don't believe I've ever seen one in person.",1
Pick up the blue block that is third from the left.,Configuration_2_v2.png,human,2,0:00:39.796368,"Divide the table into left and right, near and far. So four quadrants to describe where the chosen block was located.  Also using numbering when necessary to indicate which block i.e. ""second yellow block from the left""",Somewhat challenging.  It was most difficult when there were multiple blocks of the same color located close together and you had to find a way to descriptively single out one from the others.  ,"It was fun, was not expecting to enjoy it as much as I did.",34,female,Attorney,10-15,Right,1,1,1,2,2,No,9
Pick up the blue block that is the farthest to your right,Configuration_14_v1.png,human,4,0:00:30.377891,"Divide the table into left and right, near and far. So four quadrants to describe where the chosen block was located.  Also using numbering when necessary to indicate which block i.e. ""second yellow block from the left""",Somewhat challenging.  It was most difficult when there were multiple blocks of the same color located close together and you had to find a way to descriptively single out one from the others.  ,"It was fun, was not expecting to enjoy it as much as I did.",34,female,Attorney,10-15,Right,1,1,1,2,2,No,9
Pick up the green block that is farthest to your left,Configuration_7_v2.png,human,3,0:00:23.486035,"Divide the table into left and right, near and far. So four quadrants to describe where the chosen block was located.  Also using numbering when necessary to indicate which block i.e. ""second yellow block from the left""",Somewhat challenging.  It was most difficult when there were multiple blocks of the same color located close together and you had to find a way to descriptively single out one from the others.  ,"It was fun, was not expecting to enjoy it as much as I did.",34,female,Attorney,10-15,Right,1,1,1,2,2,No,9
Pick up the orange block that is the farthest away from you.,Configuration_5_v1.png,human,2,0:00:42.109898,"Divide the table into left and right, near and far. So four quadrants to describe where the chosen block was located.  Also using numbering when necessary to indicate which block i.e. ""second yellow block from the left""",Somewhat challenging.  It was most difficult when there were multiple blocks of the same color located close together and you had to find a way to descriptively single out one from the others.  ,"It was fun, was not expecting to enjoy it as much as I did.",34,female,Attorney,10-15,Right,1,1,1,2,2,No,9
Pick up the yellow block that is directly to the right of a green block.,Configuration_13_v2.png,human,2,0:00:42.631718,"Divide the table into left and right, near and far. So four quadrants to describe where the chosen block was located.  Also using numbering when necessary to indicate which block i.e. ""second yellow block from the left""",Somewhat challenging.  It was most difficult when there were multiple blocks of the same color located close together and you had to find a way to descriptively single out one from the others.  ,"It was fun, was not expecting to enjoy it as much as I did.",34,female,Attorney,10-15,Right,1,1,1,2,2,No,9
Pick up the green block directly in front of you.,Configuration_3_v1.png,human,5,0:00:14.955069,"Divide the table into left and right, near and far. So four quadrants to describe where the chosen block was located.  Also using numbering when necessary to indicate which block i.e. ""second yellow block from the left""",Somewhat challenging.  It was most difficult when there were multiple blocks of the same color located close together and you had to find a way to descriptively single out one from the others.  ,"It was fun, was not expecting to enjoy it as much as I did.",34,female,Attorney,10-15,Right,1,1,1,2,2,No,9
Pick up the green block that is the second from your right.,Configuration_6_v2.png,human,3,0:00:23.107243,"Divide the table into left and right, near and far. So four quadrants to describe where the chosen block was located.  Also using numbering when necessary to indicate which block i.e. ""second yellow block from the left""",Somewhat challenging.  It was most difficult when there were multiple blocks of the same color located close together and you had to find a way to descriptively single out one from the others.  ,"It was fun, was not expecting to enjoy it as much as I did.",34,female,Attorney,10-15,Right,1,1,1,2,2,No,9
Pick up the yellow block on the table.,Configuration_1_v1.png,human,5,0:00:19.344548,"Divide the table into left and right, near and far. So four quadrants to describe where the chosen block was located.  Also using numbering when necessary to indicate which block i.e. ""second yellow block from the left""",Somewhat challenging.  It was most difficult when there were multiple blocks of the same color located close together and you had to find a way to descriptively single out one from the others.  ,"It was fun, was not expecting to enjoy it as much as I did.",34,female,Attorney,10-15,Right,1,1,1,2,2,No,9
Pick up the orange block that is directly in front of your right hand,Configuration_10_v2.png,human,1,0:00:31.111522,"Divide the table into left and right, near and far. So four quadrants to describe where the chosen block was located.  Also using numbering when necessary to indicate which block i.e. ""second yellow block from the left""",Somewhat challenging.  It was most difficult when there were multiple blocks of the same color located close together and you had to find a way to descriptively single out one from the others.  ,"It was fun, was not expecting to enjoy it as much as I did.",34,female,Attorney,10-15,Right,1,1,1,2,2,No,9
Pick up the green block that is sandwiched between two other green blocks located on the right side of the table.,Configuration_8_v1.png,human,1,0:00:49.203304,"Divide the table into left and right, near and far. So four quadrants to describe where the chosen block was located.  Also using numbering when necessary to indicate which block i.e. ""second yellow block from the left""",Somewhat challenging.  It was most difficult when there were multiple blocks of the same color located close together and you had to find a way to descriptively single out one from the others.  ,"It was fun, was not expecting to enjoy it as much as I did.",34,female,Attorney,10-15,Right,1,1,1,2,2,No,9
Pick up the yellow block that is one up and one to the left of the orange block located on the far right side of the table.,Configuration_4_v2.png,human,1,0:01:43.759692,"Divide the table into left and right, near and far. So four quadrants to describe where the chosen block was located.  Also using numbering when necessary to indicate which block i.e. ""second yellow block from the left""",Somewhat challenging.  It was most difficult when there were multiple blocks of the same color located close together and you had to find a way to descriptively single out one from the others.  ,"It was fun, was not expecting to enjoy it as much as I did.",34,female,Attorney,10-15,Right,1,1,1,2,2,No,9
Pick up the blue block at the top of the table located directly to the left of another blue block.,Configuration_12_v1.png,human,2,0:00:41.323381,"Divide the table into left and right, near and far. So four quadrants to describe where the chosen block was located.  Also using numbering when necessary to indicate which block i.e. ""second yellow block from the left""",Somewhat challenging.  It was most difficult when there were multiple blocks of the same color located close together and you had to find a way to descriptively single out one from the others.  ,"It was fun, was not expecting to enjoy it as much as I did.",34,female,Attorney,10-15,Right,1,1,1,2,2,No,9
Pick up the blue block that is closest to you.,Configuration_11_v2.png,human,3,0:00:29.488311,"Divide the table into left and right, near and far. So four quadrants to describe where the chosen block was located.  Also using numbering when necessary to indicate which block i.e. ""second yellow block from the left""",Somewhat challenging.  It was most difficult when there were multiple blocks of the same color located close together and you had to find a way to descriptively single out one from the others.  ,"It was fun, was not expecting to enjoy it as much as I did.",34,female,Attorney,10-15,Right,1,1,1,2,2,No,9
Pick up the green block on the left side of the table that is farthest away from you.,Configuration_9_v1.png,human,2,0:00:22.979601,"Divide the table into left and right, near and far. So four quadrants to describe where the chosen block was located.  Also using numbering when necessary to indicate which block i.e. ""second yellow block from the left""",Somewhat challenging.  It was most difficult when there were multiple blocks of the same color located close together and you had to find a way to descriptively single out one from the others.  ,"It was fun, was not expecting to enjoy it as much as I did.",34,female,Attorney,10-15,Right,1,1,1,2,2,No,9
Pick up the blue block to your left in between the green and yellow block.,Configuration_11_v2.png,robot,5,0:10:07.173333,Not particularly. ,The most challenging aspect was switching views of right and left from the other side of the table.,Thank you so much! :D :D :D :D This was truly enjoyable and a lot of fun!,22,female,holistic canine practitioner ,>20,Right,1,2,2,2,2,no,200
"There are two green blocks right in front of you, behind them to your left are two green blocks close to one another. Pick up the left most block of those two that are almost touching.",Configuration_8_v1.png,robot,4,0:00:49.337161,Not particularly. ,The most challenging aspect was switching views of right and left from the other side of the table.,Thank you so much! :D :D :D :D This was truly enjoyable and a lot of fun!,22,female,holistic canine practitioner ,>20,Right,1,2,2,2,2,no,200
All the way to your left is a green block with another green block behind it. Pick up the green block in front of the farthest green one.,Configuration_7_v2.png,robot,3,0:00:30.317750,Not particularly. ,The most challenging aspect was switching views of right and left from the other side of the table.,Thank you so much! :D :D :D :D This was truly enjoyable and a lot of fun!,22,female,holistic canine practitioner ,>20,Right,1,2,2,2,2,no,200
Straight in front of you is a blue block. Behind that is another blue block. It is right behind an orange block. Pick it up.,Configuration_12_v1.png,robot,3,0:00:32.653055,Not particularly. ,The most challenging aspect was switching views of right and left from the other side of the table.,Thank you so much! :D :D :D :D This was truly enjoyable and a lot of fun!,22,female,holistic canine practitioner ,>20,Right,1,2,2,2,2,no,200
The closest block to you is green. Pick it up.,Configuration_9_v2.png,robot,5,0:00:14.213946,Not particularly. ,The most challenging aspect was switching views of right and left from the other side of the table.,Thank you so much! :D :D :D :D This was truly enjoyable and a lot of fun!,22,female,holistic canine practitioner ,>20,Right,1,2,2,2,2,no,200
There are three orange blocks. Pick up the one closest to you.,Configuration_13_v1.png,robot,5,0:00:17.612349,Not particularly. ,The most challenging aspect was switching views of right and left from the other side of the table.,Thank you so much! :D :D :D :D This was truly enjoyable and a lot of fun!,22,female,holistic canine practitioner ,>20,Right,1,2,2,2,2,no,200
Directly in front of you are two yellow blocks. Right behind them is a green block. Pick it up.,Configuration_6_v2.png,robot,5,0:00:28.701717,Not particularly. ,The most challenging aspect was switching views of right and left from the other side of the table.,Thank you so much! :D :D :D :D This was truly enjoyable and a lot of fun!,22,female,holistic canine practitioner ,>20,Right,1,2,2,2,2,no,200
There are two yellow blocks inbetween blue blocks on either side. Pick up the yellow bock to the right in between those two blue blocks.,Configuration_4_v1.png,robot,5,0:00:37.327519,Not particularly. ,The most challenging aspect was switching views of right and left from the other side of the table.,Thank you so much! :D :D :D :D This was truly enjoyable and a lot of fun!,22,female,holistic canine practitioner ,>20,Right,1,2,2,2,2,no,200
There is a green block that is closest to you. Pick it up.,Configuration_1_v2.png,robot,5,0:00:15.636471,Not particularly. ,The most challenging aspect was switching views of right and left from the other side of the table.,Thank you so much! :D :D :D :D This was truly enjoyable and a lot of fun!,22,female,holistic canine practitioner ,>20,Right,1,2,2,2,2,no,200
Pick up the blue block farthest to your right.,Configuration_14_v1.png,robot,5,0:00:13.165908,Not particularly. ,The most challenging aspect was switching views of right and left from the other side of the table.,Thank you so much! :D :D :D :D This was truly enjoyable and a lot of fun!,22,female,holistic canine practitioner ,>20,Right,1,2,2,2,2,no,200
Pick up the green block farthest to your left.,Configuration_3_v2.png,robot,5,0:00:14.058388,Not particularly. ,The most challenging aspect was switching views of right and left from the other side of the table.,Thank you so much! :D :D :D :D This was truly enjoyable and a lot of fun!,22,female,holistic canine practitioner ,>20,Right,1,2,2,2,2,no,200
All the way to the back of all the blocks are two orange blocks with a yellow block behind them. Pick up the orange block to your left.,Configuration_5_v1.png,robot,4,0:00:35.144774,Not particularly. ,The most challenging aspect was switching views of right and left from the other side of the table.,Thank you so much! :D :D :D :D This was truly enjoyable and a lot of fun!,22,female,holistic canine practitioner ,>20,Right,1,2,2,2,2,no,200
To your left are three blue blocks together. Pick up the rightmost blue block.,Configuration_2_v2.png,robot,5,0:00:35.274580,Not particularly. ,The most challenging aspect was switching views of right and left from the other side of the table.,Thank you so much! :D :D :D :D This was truly enjoyable and a lot of fun!,22,female,holistic canine practitioner ,>20,Right,1,2,2,2,2,no,200
All the way to the left and farthest away from you is an orange block. Pick it up.,Configuration_10_v1.png,robot,4,0:00:21.626300,Not particularly. ,The most challenging aspect was switching views of right and left from the other side of the table.,Thank you so much! :D :D :D :D This was truly enjoyable and a lot of fun!,22,female,holistic canine practitioner ,>20,Right,1,2,2,2,2,no,200
Pick up the yellow block that is closest to me.,Configuration_5_v2.png,human,5,0:00:27.774747,"I mostly relied on table placement, to your right or left. ",When there was no clear directional (right or left) instruction to give it was very difficult to come up with something to say.,This was pretty fun.,28,female,Homemaker,>20,Right,1,1,1,5,5,Never,203
Pick up the blue block from the two beside each other that is the left.,Configuration_12_v1.png,human,4,0:00:35.014023,"I mostly relied on table placement, to your right or left. ",When there was no clear directional (right or left) instruction to give it was very difficult to come up with something to say.,This was pretty fun.,28,female,Homemaker,>20,Right,1,1,1,5,5,Never,203
Pick up the orange block that is between a blue and a yellow block,Configuration_10_v2.png,human,2,0:00:24.683084,"I mostly relied on table placement, to your right or left. ",When there was no clear directional (right or left) instruction to give it was very difficult to come up with something to say.,This was pretty fun.,28,female,Homemaker,>20,Right,1,1,1,5,5,Never,203
Pick up the yellow block that is surrounded by three green blocks and one blue block.,Configuration_11_v1.png,human,1,0:00:34.657090,"I mostly relied on table placement, to your right or left. ",When there was no clear directional (right or left) instruction to give it was very difficult to come up with something to say.,This was pretty fun.,28,female,Homemaker,>20,Right,1,1,1,5,5,Never,203
Pick up the green block that is closest to you.,Configuration_9_v2.png,human,5,0:00:11.149597,"I mostly relied on table placement, to your right or left. ",When there was no clear directional (right or left) instruction to give it was very difficult to come up with something to say.,This was pretty fun.,28,female,Homemaker,>20,Right,1,1,1,5,5,Never,203
Pick up the orange block that is closest to you.,Configuration_13_v1.png,human,4,0:00:11.926736,"I mostly relied on table placement, to your right or left. ",When there was no clear directional (right or left) instruction to give it was very difficult to come up with something to say.,This was pretty fun.,28,female,Homemaker,>20,Right,1,1,1,5,5,Never,203
Ignore the stack of three blue blocks  and the single blue block and pick up the bottom blue block from the pair.,Configuration_14_v2.png,human,3,0:00:39.825413,"I mostly relied on table placement, to your right or left. ",When there was no clear directional (right or left) instruction to give it was very difficult to come up with something to say.,This was pretty fun.,28,female,Homemaker,>20,Right,1,1,1,5,5,Never,203
Pick up the blue block on your left.,Configuration_7_v1.png,human,5,0:00:22.030998,"I mostly relied on table placement, to your right or left. ",When there was no clear directional (right or left) instruction to give it was very difficult to come up with something to say.,This was pretty fun.,28,female,Homemaker,>20,Right,1,1,1,5,5,Never,203
Pick up the green block on your left.,Configuration_3_v2.png,human,5,0:00:14.282518,"I mostly relied on table placement, to your right or left. ",When there was no clear directional (right or left) instruction to give it was very difficult to come up with something to say.,This was pretty fun.,28,female,Homemaker,>20,Right,1,1,1,5,5,Never,203
Pick up the green block in the center of the group of five.,Configuration_6_v1.png,human,1,0:00:26.699292,"I mostly relied on table placement, to your right or left. ",When there was no clear directional (right or left) instruction to give it was very difficult to come up with something to say.,This was pretty fun.,28,female,Homemaker,>20,Right,1,1,1,5,5,Never,203
Pick up the right most green block,Configuration_1_v2.png,human,4,0:00:15.070484,"I mostly relied on table placement, to your right or left. ",When there was no clear directional (right or left) instruction to give it was very difficult to come up with something to say.,This was pretty fun.,28,female,Homemaker,>20,Right,1,1,1,5,5,Never,203
Pick up the green block on the left of the pair that lined up perfectly.,Configuration_8_v1.png,human,1,0:00:25.486755,"I mostly relied on table placement, to your right or left. ",When there was no clear directional (right or left) instruction to give it was very difficult to come up with something to say.,This was pretty fun.,28,female,Homemaker,>20,Right,1,1,1,5,5,Never,203
Pick up the orange block closest to you.,Configuration_2_v2.png,human,4,0:00:12.152715,"I mostly relied on table placement, to your right or left. ",When there was no clear directional (right or left) instruction to give it was very difficult to come up with something to say.,This was pretty fun.,28,female,Homemaker,>20,Right,1,1,1,5,5,Never,203
Pick up the yellow block surrounded by three yellow blocks and one blue block.,Configuration_4_v1.png,human,1,0:00:28.266661,"I mostly relied on table placement, to your right or left. ",When there was no clear directional (right or left) instruction to give it was very difficult to come up with something to say.,This was pretty fun.,28,female,Homemaker,>20,Right,1,1,1,5,5,Never,203
Pick up the nearest green block to you,Configuration_1_v2.png,robot,4,0:00:31.245227,"Just counting the blocks that are together, and by their colors. ",It really wasn't too challenging. It was fun.  Just had to think about it sometimes.  ,,39,female,Accounts Rec/Payable,>20,Left,,1,3,1,3,"No, I have not.",202
Pick up the yellow block that is between the two green blocks,Configuration_11_v1.png,robot,4,0:00:40.743640,"Just counting the blocks that are together, and by their colors. ",It really wasn't too challenging. It was fun.  Just had to think about it sometimes.  ,,39,female,Accounts Rec/Payable,>20,Left,,1,3,1,3,"No, I have not.",202
Pick up the fartherest blue block. It is the one directly flanked by a yellow block.,Configuration_12_v2.png,robot,3,0:00:55.634968,"Just counting the blocks that are together, and by their colors. ",It really wasn't too challenging. It was fun.  Just had to think about it sometimes.  ,,39,female,Accounts Rec/Payable,>20,Left,,1,3,1,3,"No, I have not.",202
You want to pick up the orange block that is in between the other orange blocks.,Configuration_13_v1.png,robot,4,0:00:50.974318,"Just counting the blocks that are together, and by their colors. ",It really wasn't too challenging. It was fun.  Just had to think about it sometimes.  ,,39,female,Accounts Rec/Payable,>20,Left,,1,3,1,3,"No, I have not.",202
Pick up the green block that is on the other side of the table.,Configuration_3_v2.png,robot,4,0:00:36.660189,"Just counting the blocks that are together, and by their colors. ",It really wasn't too challenging. It was fun.  Just had to think about it sometimes.  ,,39,female,Accounts Rec/Payable,>20,Left,,1,3,1,3,"No, I have not.",202
Look for the block of 3 green blocks toward the right side of them.  Pick the green block in the middle.,Configuration_8_v1.png,robot,4,0:00:35.182209,"Just counting the blocks that are together, and by their colors. ",It really wasn't too challenging. It was fun.  Just had to think about it sometimes.  ,,39,female,Accounts Rec/Payable,>20,Left,,1,3,1,3,"No, I have not.",202
"To the right is one orange block, then 2 yellow blocks. Pick the 2nd yellow block.",Configuration_4_v2.png,robot,4,0:00:41.654643,"Just counting the blocks that are together, and by their colors. ",It really wasn't too challenging. It was fun.  Just had to think about it sometimes.  ,,39,female,Accounts Rec/Payable,>20,Left,,1,3,1,3,"No, I have not.",202
There is 3 orange blocks pretty close together. Pick the orange block that is the farther one away from you.,Configuration_5_v1.png,robot,4,0:00:41.190821,"Just counting the blocks that are together, and by their colors. ",It really wasn't too challenging. It was fun.  Just had to think about it sometimes.  ,,39,female,Accounts Rec/Payable,>20,Left,,1,3,1,3,"No, I have not.",202
On the left side there is two green blocks. You want to select the green one nearest you.,Configuration_7_v2.png,robot,4,0:00:25.869024,"Just counting the blocks that are together, and by their colors. ",It really wasn't too challenging. It was fun.  Just had to think about it sometimes.  ,,39,female,Accounts Rec/Payable,>20,Left,,1,3,1,3,"No, I have not.",202
"On your left hand side there is 5 green blocks pretty close together. Two toward you, one in the middle, then two away from you. Please select the one in the middle.",Configuration_6_v1.png,robot,4,0:00:50.681767,"Just counting the blocks that are together, and by their colors. ",It really wasn't too challenging. It was fun.  Just had to think about it sometimes.  ,,39,female,Accounts Rec/Payable,>20,Left,,1,3,1,3,"No, I have not.",202
"Looking to your direct left of the blocks, you see a blue block. Then two more blue blocks. Please select blue block of these that is the furtherest away from you",Configuration_2_v2.png,robot,2,0:01:04.319062,"Just counting the blocks that are together, and by their colors. ",It really wasn't too challenging. It was fun.  Just had to think about it sometimes.  ,,39,female,Accounts Rec/Payable,>20,Left,,1,3,1,3,"No, I have not.",202
There is one orange block separated from the other ones. Please pick this one.,Configuration_10_v1.png,robot,4,0:00:29.866062,"Just counting the blocks that are together, and by their colors. ",It really wasn't too challenging. It was fun.  Just had to think about it sometimes.  ,,39,female,Accounts Rec/Payable,>20,Left,,1,3,1,3,"No, I have not.",202
"Near you in the middle, you see one green, then two blue blocks.  Please select blue block number 1.",Configuration_14_v2.png,robot,4,0:00:32.750468,"Just counting the blocks that are together, and by their colors. ",It really wasn't too challenging. It was fun.  Just had to think about it sometimes.  ,,39,female,Accounts Rec/Payable,>20,Left,,1,3,1,3,"No, I have not.",202
Please select the green box furtherest away from you.,Configuration_9_v1.png,robot,4,0:00:32.330635,"Just counting the blocks that are together, and by their colors. ",It really wasn't too challenging. It was fun.  Just had to think about it sometimes.  ,,39,female,Accounts Rec/Payable,>20,Left,,1,3,1,3,"No, I have not.",202
